0,1,2,3,4,5,6,7,9,10,8,3_pct,4_pct,5_pct
บึงตะมาย,ชัยนาท,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงหาดกองสิน,ชัยนาท,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองน้ำ บ้านดอนแดง,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองปลาโด,นครพนม,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยดงปูแกง,พะเยา,2.7,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงน้ำใส,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงเสนาท,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงสำโรง,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสามควาน,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหวาย,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงกระจังงาม,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงทัพกฤษ,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงอ้อ,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองชายครุย,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,กาฬสินธุ์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
เขาพระ 2,นครสวรรค์,2.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองใหญ่,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองตานิวใหญ่,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงใหญ่,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองศรีเจริญ,อุดรธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบางเดื่อ,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงหล่ม,นครสวรรค์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
สระ,พระนครศรีอยุธยา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองขลา,พิจิตร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหล่ม,พิจิตร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองคนาง,พิจิตร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงนาราง,พิจิตร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงสรรพงาย,พิจิตร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงทุ่งหงษ์,พิษณุโลก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงแม่ระหัน,พิษณุโลก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยซำรู้,พิษณุโลก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงตะเครง,พิษณุโลก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงราชนก,พิษณุโลก,2.67,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงกำไล,พิษณุโลก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยคลองเหมือง,พิษณุโลก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงบัว,พิษณุโลก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงชวน,อุดรธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเขื่อง,ยโสธร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงผือฮี,ยโสธร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยจั๊กจั่น,เพชรบูรณ์,30.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองปากเป่ง,ยโสธร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองดงผักเทียม,อุดรธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองขาหยัง,เพชรบูรณ์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
พาน,อุดรธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยแม่ต๋ำ,พะเยา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,เพชรบูรณ์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยน้ำแวน,พะเยา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
อ่างห้วยแหน,พะเยา,2.64,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ปลาคูณ,ร้อยเอ็ด,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยแม่ผง,พะเยา,5.08,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยใหญ่,ลพบุรี,11.87,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเล็งทราย,พะเยา,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,นครศรีธรรมราช,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กุดแดง,ร้อยเอ็ด,2.806,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบึงจิ๋ว,ร้อยเอ็ด,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองขุนหมา,อุทัยธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองประมูล,สุโขทัย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองจระเข้,สุโขทัย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองทุ่งแม่ระวิง,สุโขทัย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยหัวแหวน,สุโขทัย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงใหญ่,สุโขทัย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
เกิดผล,สุโขทัย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองลี,สุโขทัย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองแสงทุ่ง,ร้อยเอ็ด,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ซอนต้า,ราชบุรี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงโดน,ร้อยเอ็ด,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองหวาย,ร้อยเอ็ด,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองปลาหมอ,สุโขทัย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงลับแล,สุโขทัย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงฉวาก,สุพรรณบุรี,7.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงเกลือ,ร้อยเอ็ด,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงบ่อแก,ร้อยเอ็ด,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองโคกพุทรา,อ่างทอง,4.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงทุ่งโสกา,พิษณุโลก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองน้ำ,อ่างทอง,3.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองอ้ายเหล็ก,อ่างทอง,3.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองตางู,อุทัยธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองผีเผา,อุทัยธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,อุทัยธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ฮอ่งแฮ่,ร้อยเอ็ด,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองผือ,ร้อยเอ็ด,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสามขา,พิษณุโลก,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
คลองทุ่งเพล (เขื่อนพลวง),จันทบุรี,80.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
